activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,units,IC50,target_chembl_id,target_organism,type
16880724,CHEMBL3880861,Inhibition of human KDR after 40 mins in presence of [gamma33P-ATP] by scintillation counting,B,CHEMBL1097700,=,nM,500.0,CHEMBL279,Homo sapiens,IC50
16894514,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL598377,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894516,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL596761,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894794,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3907491,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894796,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3945421,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894797,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3903506,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894798,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3972249,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894799,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3938265,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894800,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3916600,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894801,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3900967,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894802,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3977186,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894803,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3899385,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894804,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3902161,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894806,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3961102,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894807,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3921652,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894808,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3924346,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894809,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3952709,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894810,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3950023,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894811,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3984573,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894812,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3905131,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894813,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3939306,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894814,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3936547,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894815,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3901236,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894816,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3898480,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894817,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3917105,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894818,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3914322,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894819,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3985004,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894820,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3917670,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894821,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3981584,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894822,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3984055,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894823,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3929290,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894824,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3932057,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894825,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3968968,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894827,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3917093,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16894830,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3986286,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894919,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3973966,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894922,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3984477,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894923,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3963327,=,nM,100.0,CHEMBL279,Homo sapiens,IC50
16894928,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3891395,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16895017,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3937516,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16895018,CHEMBL3881966,Inhibition of N-terminal GST-His6-thrombin cleavage site-fused human VEGFR2 (Asp805 to Val1356 residues) expressed in baculovirus expression system using biotinylated gastrin precursor at Tyr87 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method,B,CHEMBL3920254,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16905377,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3951527,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906430,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3968192,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906431,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3977450,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906432,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3959516,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906433,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3956820,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906436,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3946242,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906438,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3908311,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906439,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3905501,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906440,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3924147,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906450,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3922278,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906453,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3893416,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906454,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3934134,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906455,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3931427,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906457,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3900059,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906461,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3983466,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906462,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3917294,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906463,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3920036,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906464,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3946590,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906465,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3986404,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906466,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3961005,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906467,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3958481,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906468,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3919145,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906469,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3895424,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906470,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3964605,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906471,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3955486,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906472,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3924380,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906473,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3921689,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906474,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3955359,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906475,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3964556,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906476,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3910031,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906477,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3907230,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906480,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3932115,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906481,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3929354,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906482,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3968322,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906483,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3965901,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906484,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3928696,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906485,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3926038,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906486,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3952048,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906487,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3949434,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906488,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3914264,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906489,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3904510,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906490,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3958507,=,nM,50.0,CHEMBL279,Homo sapiens,IC50
16906491,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3955873,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
16906492,CHEMBL3883069,Inhibition of recombinant human N-terminal GST-fused KDR (D807 to V1356 residues) expressed in baculovirus infected Escherichia coli or insect Sf9 cells using poly-EY as substrate after 240 mins by luciferase coupled chemiluminescence assay,B,CHEMBL3922630,=,nM,1000.0,CHEMBL279,Homo sapiens,IC50
